magnitude,location,style,percentile,model_number,lambda,mu_site,sigma_site,mu_complement,sigma_complement,Y_site,Y_complement,Y_folded,displ_site,displ_complement,displ_folded,normalized_displ_site,normalized_displ_complement,normalized_displ_folded
7.0,0.0,strike-slip,-1.0,-1,0.161344848,-1.2457608724279639,0.945751147395255,-1.2457608724279639,1.0398231366828228,-0.8623751230470307,-0.7979038061219255,-0.8301394645844781,0.3951106069267031,0.42564625721093585,0.41014015673277443,0.2740261990543334,0.2952039858217561,0.2853859319228309
7.0,0.01,strike-slip,-1.0,-1,0.161344848,-1.0799609162384953,0.9378249420753191,-1.1729539713847856,1.0296599035564475,-0.7101997936830273,-0.736157225580024,-0.7231785096315257,0.4703433954196702,0.45672284846324485,0.4634911628527153,0.3262033735304689,0.3167569384156487,0.3225089162261704
7.0,0.02,strike-slip,-1.0,-1,0.161344848,-0.9636631667779874,0.9301091166826512,-1.1052561715176847,1.0197192301123192,-0.6046158571466664,-0.6789576203061447,-0.6417867387264056,0.529312308432177,0.4871871892199877,0.5078835710961856,0.3671008508745295,0.33788526895883486,0.35339828072484336
7.0,0.03,strike-slip,-1.0,-1,0.161344848,-0.8623911902683106,0.9226022627867174,-1.0400561775633763,1.0100001302045247,-0.5129823933005985,-0.6238473914083738,-0.5684148923544861,0.5853995468492426,0.5181327655846384,0.5509056413487216,0.4059997629498862,0.3593473570933707,0.38333412926519755
7.0,0.04,strike-slip,-1.0,-1,0.161344848,-0.7705884566553307,0.915302937436281,-0.9768181399361786,1.0005015739413294,-0.43006057530536745,-0.5703271375292562,-0.5001938564173118,0.6403698688763755,0.5497468286157876,0.5936093598327269,0.444124045471824,0.3812730694817932,0.41304846056406747
7.0,0.05,strike-slip,-1.0,-1,0.161344848,-0.6858043479528534,0.9082096650411133,-0.9152896559859036,0.9912224878370994,-0.35354864194707303,-0.5181648522636126,-0.43585674710534283,0.694868200740132,0.582099806567731,0.6363918267547181,0.48192098251582816,0.4037112511474763,0.44281758702501334
7.0,0.06,strike-slip,-1.0,-1,0.161344848,-0.6066615033237928,0.9013209394355538,-0.8553230245107366,0.9821617551087016,-0.2821583467084059,-0.46722740594251977,-0.37469287632546283,0.7491749237415503,0.615219209786556,0.6794327055234406,0.5195850305729734,0.42668098169861307,0.47276652300835964
7.0,0.07,strike-slip,-1.0,-1,0.161344848,-0.5322797460848399,0.8946352261224717,-0.796821336081887,0.9733182161231706,-0.21507027951684038,-0.4174297152058675,-0.31624999736135395,0.8034097387569097,0.6491109965898667,0.722813685689638,0.5571992073491258,0.45018639348472067,0.5029521101770953
7.0,0.08,strike-slip,-1.0,-1,0.161344848,-0.46204913990805196,0.8881509646950779,-0.7397163063033371,0.9646906690029499,-0.1517194606164476,-0.3687138250751334,-0.2602166428457905,0.8576087249938611,0.6837680146068054,0.7665640152043384,0.5947885353265068,0.47422252602899584,0.5333946999979666
7.0,0.09,strike-slip,-1.0,-1,0.161344848,-0.3955225925848451,0.8818665714329171,-0.6839574305756464,0.9562778703944631,-0.09169395535401771,-0.32103865775258766,-0.20636630655330268,0.9117595305211754,0.7191739747983547,0.8106814202638327,0.63234444790957,0.4987780821823115,0.5640927103006351
7.0,0.1,strike-slip,-1.0,-1,0.161344848,-0.3323585422581644,0.8757804420672297,-0.6295060354711043,0.9480785364051407,-0.034680809991897335,-0.27437437543052307,-0.1545275927112102,0.9658196084674738,0.7553055545651923,0.8551429924487722,0.6698374370131333,0.5238368867189656,0.595030200825418
7.0,0.11,strike-slip,-1.0,-1,0.161344848,-0.27228763003068446,0.8698909547097337,-0.5763317380793642,0.9400913437133173,0.01956536111203783,-0.22869901329525918,-0.10456682609161068,1.0197265919679126,0.7921336125871211,0.8999114001144012,0.7072242485341165,0.549378728880074,0.6261811952662796
7.0,0.12,strike-slip,-1.0,-1,0.161344848,-0.21509202501222457,0.8641964729377452,-0.5244102046430182,0.9323149308546484,0.07124184646127643,-0.183996338734688,-0.05637724613670578,1.0734046495490726,0.829623943475116,0.9449387008156224,0.7444522900842984,0.5753798857572223,0.6575123340529652
7.0,0.13,strike-slip,-1.0,-1,0.161344848,-0.16059193163901297,0.8586953490274378,-0.4737216615759321,0.9247478996878462,0.12051053304035728,-0.14025442175421135,-0.009871944356927037,1.1267686259383582,0.8677377788555667,0.9901688303665303,0.7814625028197258,0.6018134698159388,0.6889846063018062
7.0,0.14,strike-slip,-1.0,-1,0.161344848,-0.10863641710383831,0.8533859273259575,-0.4242498671577024,0.9173888170416298,0.16750652874080849,-0.09746464185776493,0.035020943441521776,1.1797268880453609,0.9064321427565796,1.035539319409449,0.8181913352511903,0.6286496753713791,0.7205545442480296
7.0,0.15,strike-slip,-1.0,-1,0.161344848,-0.05909696221575156,0.8482665477520555,-0.375981378358086,0.9102362165438249,0.21234421838980314,-0.055620975399413956,0.07836162149519459,1.2321833758364673,0.9456601212189127,1.0809825382131002,0.8545721656139741,0.6558559655751056,0.7521750894079196
7.0,0.16,strike-slip,-1.0,-1,0.161344848,-0.011862797212420118,0.8433355494139076,-0.32890501396852456,0.90328860063253,0.2551216386735822,-0.01471947020787054,0.12020108423285582,1.2840391441039345,0.9853710811297313,1.126426642549997,0.8905363711510135,0.6833972241857085,0.78379625074432
7.0,0.17,strike-slip,-1.0,-1,0.161344848,0.03316255357971731,0.8385912743318419,-0.2830114525120635,0.896544442748214,0.29592371519906674,0.025242150614108942,0.16058293290658784,1.3351935659877292,1.0255108595712197,1.1717963243008553,0.9260141628070561,0.711235886890212,0.8153656269562356
7.0,0.18,strike-slip,-1.0,-1,0.161344848,0.07606388513742512,0.8340320712528203,-0.2382929252338577,0.8900021897045152,0.3348247075318959,0.06426479326446127,0.1995447503981786,1.3855453040466914,1.0660219370721546,1.217013431151523,0.9609352587082765,0.7393320614614912,0.8468288376796855
7.0,0.19,strike-slip,-1.0,-1,0.161344848,0.1169163243372735,0.8296562995427275,-0.19474297776510752,0.8836602642343964,0.37189008943280893,0.10234823122547985,0.2371191603291444,1.4349931163984937,1.1068436034015041,1.2619974965271725,0.9952294432550102,0.7676436427432639,0.8781298922293664
7.0,0.2,strike-slip,-1.0,-1,0.161344848,0.15578690465762857,0.8254623331417931,-0.15235628242267185,0.8775170677071749,0.40717801772390577,0.13949129380666286,0.2733346557652843,1.4834365421375417,1.147912121584616,1.3066662066949601,1.0288270424885453,0.7961264264023713,0.9092115146205402
7.0,0.21,strike-slip,-1.0,-1,0.161344848,0.19273581569865184,0.8214485645678506,-0.11112848853430868,0.8715709830108077,0.4407404959041773,0.17569201727961542,0.30821625659189633,1.5307764956143195,1.1891608939183256,1.350935822998389,1.0616593362494082,0.8247342240673955,0.9400154373704205
7.0,0.22,strike-slip,-1.0,-1,0.161344848,0.22781740717853127,0.8176134089516031,-0.07105610179169664,0.8658203775926746,0.47262430748305156,0.2109477672284195,0.34178603735573554,1.576915789742739,1.2305206324984346,1.39472157137583,1.0936589211135175,0.8534189815967995,0.9704826725350479
7.0,0.23,strike-slip,-1.0,-1,0.161344848,0.26108100477650664,0.813955308087624,-0.03213638609308367,0.8602636066509796,0.5028717730029952,0.24525533841376773,0.37406355570838146,1.621759602300914,1.2719195359116904,1.437938007461585,1.1247600337918244,0.8821309016224151,1.000553765755877
7.0,0.24,strike-slip,-1.0,-1,0.161344848,0.29257157984675763,0.8104727344844936,0.00563271695299461,0.8548990164677989,0.5315213702682545,0.27861103683000177,0.40506620354912815,1.6652158950269769,1.313283473141121,1.480499362958313,1.1548988417912882,0.9108185710957016,1.030169037274502
7.0,0.25,strike-slip,-1.0,-1,0.161344848,0.3223303042592238,0.807164195397237,0.042252654481151675,0.8497249478737342,0.5586082471580888,0.31101074748510793,0.43480949732159835,1.7071957924685515,1.354536175300111,1.5223198771703266,1.1840137061632778,0.939429094263574,1.0592688126219418
7.0,0.26,strike-slip,-1.0,-1,0.161344848,0.3503950139382852,0.8040282368251032,0.0777243175266642,0.8447397398331244,0.5841646491689804,0.3424499906040485,0.4633073198865144,1.747613925575671,1.3955994354913883,1.563314116326824,1.2120454198000385,0.9679082312792053,1.0877936448118486
7.0,0.27,strike-slip,-1.0,-1,0.161344848,0.3768005990999457,0.8010634474577043,0.11204808699711521,0.8399417331378017,0.6082202785887018,0.37292396834722247,0.4905721234679621,1.7863887436476753,1.4363933168463738,1.6033972824292564,1.238937423783282,0.996200542486264,1.1156845292443462
7.0,0.28,strike-slip,-1.0,-1,0.161344848,0.4015793350934209,0.7982684625526155,0.1452238720961918,0.8353292741964863,0.6308025983531362,0.4024276036828827,0.5166151010180094,1.8234427972695715,1.4768363686147261,1.6424855127142624,1.2646360036127202,1.0242495382863062,1.142883112079942
7.0,0.29,strike-slip,-1.0,-1,0.161344848,0.42476116470387537,0.7956419677277144,0.1772511424832357,0.8309007189060897,0.6519370907693339,0.4309555727106164,0.5414463317399751,1.858702994180047,1.5168458500277178,1.6804961703581967,1.2890904666615377,1.0519978343976555,1.169331892519117
7.0,0.3,strike-slip,-1.0,-1,0.161344848,0.4463739404753826,0.793182702651824,0.2081289551828236,0.8266544365904575,0.671647479128173,0.45850233147180974,0.5650749052999914,1.8921008295187145,1.5563379615415787,1.717348126709992,1.3122533018627585,1.079387312232607,1.1949744191871137
7.0,0.31,strike-slip,-1.0,-1,0.161344848,0.46644363386268184,0.7908894646175935,0.2378559770516877,0.8225888139914219,0.6899559185849387,0.48506213808118215,0.5875090283330604,1.9235725915478923,1.5952280829711136,1.752962035091352,1.3340803223861482,1.106359284053333,1.219755480651063
7.0,0.32,strike-slip,-1.0,-1,0.161344848,0.4849945166731304,0.7887611119810192,0.2664305034494958,0.8187022592964827,0.7068831614204839,0.5106290708555091,0.6087561161379965,1.9530595436947393,1.6334310179443023,1.7872605960226373,1.3545307918922642,1.1328546625116611,1.2436212899708865
7.0,0.33,strike-slip,-1.0,-1,0.161344848,0.5020493192135875,0.7867965674525531,0.2938504736338474,0.8149932061869556,0.7224487008127135,0.5351970429908375,0.6288228719017754,1.9805080835851598,1.6708612440419233,1.8201688136020735,1.3735675348293084,1.158814134131663,1.2665196630944568
7.0,0.34,strike-slip,-1.0,-1,0.161344848,0.5176293687366749,0.7849948212253813,0.32011348329978984,0.81146011789008,0.7366708964780536,0.558759814239751,0.6477153553589023,2.005869879621846,1.7074331679297834,1.851614242672931,1.391157031155874,1.1841783362548264,1.2884001908427969
7.0,0.35000000000000003,strike-slip,-1.0,-1,0.161344848,0.5317547111326331,0.7833549339271535,0.34521679460407895,0.8081014912183023,0.7495670849343128,0.5813109999596818,0.6654390424469974,2.0291019855808328,1.7430613847430285,1.8815272263489546,1.4072694958185847,1.2088880369342323,1.3092144041863016
7.0,0.36,strike-slip,-1.0,-1,0.161344848,0.5444442182968317,0.781876039382218,0.3691573439496083,0.8049158605788056,0.7611536766521385,0.6028440778376588,0.6819988772448986,2.0501669336534896,1.7776609409411444,1.9098411234263917,1.4218789432807175,1.232884317235802,1.3289159324838007
7.0,0.37,strike-slip,-1.0,-1,0.161344848,0.5557156831889629,0.7805573471722543,0.39193174775247863,0.8019018019362953,0.7714462419741229,0.6233523925426634,0.6973993172583932,2.0690328063364394,1.8111475998172273,1.936492525186244,1.4349632373809533,1.2561087553803956,1.3474606543390684
7.0,0.38,strike-slip,-1.0,-1,0.161344848,0.5655859042656084,0.7793981449840821,0.41353630637038674,0.799057936712112,0.7804595873672171,0.6428291585117094,0.7116443729394633,2.0856732875644806,1.8434381088156357,1.9614214610794258,1.4465041267962584,1.2785036121401006,1.3648068407217775
7.0,0.39,strike-slip,-1.0,-1,0.161344848,0.5740707606961295,0.7783978007343658,0.43396700633441365,0.7963829356028835,0.7882078233195958,0.661267461037745,0.7247376421786704,2.1000676934871896,1.8744504677874116,1.9845715927877474,1.4564872663867803,1.3000120168849036,1.3809152900000574
7.0,0.4,strike-slip,-1.0,-1,0.161344848,0.5811852795495778,0.777555764461929,0.45321952099520146,0.7938755223021939,0.7947044249849681,0.6786602557949968,0.7366823403899825,2.112200983304865,1.9041041972924506,2.005890396162456,1.464902224711043,1.3205781536617849,1.3957494545379494
7.0,0.41000000000000003,strike-slip,-1.0,-1,0.161344848,0.5869436959575498,0.7768715699794067,0.47128920966783294,0.7915344771090812,0.7999622865062107,0.6950003669094108,0.7474813267078108,2.122063750601499,1.9323206060413,2.0253293305584115,1.4717424780149875,1.3401474466771077,1.4092755585224246
7.0,0.42,strike-slip,-1.0,-1,0.161344848,0.5913595071066748,0.7763448362770345,0.48817111533630775,0.7893586404076266,0.8039937698088003,0.7102804836571309,0.7571371267329656,2.1296521956397623,1.9590230565568907,2.0428439951040693,1.4770053910173555,1.3586667445444542,1.421462706700005
7.0,0.43,strike-slip,-1.0,-1,0.161344848,0.5944455207886794,0.7759752686724516,0.5038599609577203,0.7873469160024154,0.8068107485366989,0.7244931558521445,0.7656519521944216,2.1349680791132912,1.9841372281279983,2.0583942714744596,1.4806921848349082,1.3760845026541617,1.4322829837218254
7.0,0.44,strike-slip,-1.0,-1,0.161344848,0.5962138991308272,0.7757626597015138,0.5183501443872833,0.7854982742952602,0.8084246477052122,0.7376307879641995,0.7730277178347058,2.138018657884902,2.007591376120816,2.0719444527656714,1.4828078924141161,1.3923509630170492,1.4417115438177714
7.0,0.45,strike-slip,-1.0,-1,0.161344848,0.5966761980411597,0.7757068897462427,0.5316357319277494,0.7838117552892588,0.8088464795624876,0.7496856319897482,0.779266055776118,2.1388166032732636,2.029316586713286,2.0834633581035935,1.4833613018594523,1.4074183309336334,1.4497266905441517
7.0,0.46,strike-slip,-1.0,-1,0.161344848,0.5958434028283384,0.7758079273971777,0.543710450490043,0.7822864714070132,0.8080868760816412,0.7606497790812465,0.7843683275814439,2.1373799024857267,2.049247026118233,2.092924432657356,1.4823648880728182,1.42124094784109,1.4563099463755873
7.0,0.47000000000000003,strike-slip,-1.0,-1,0.161344848,0.593725960392476,0.77606582954856,0.5545676783356139,0.7809216101106504,0.8061561184460269,0.7705151499233683,0.7883356341846977,2.1337317438295273,2.0673201833659416,2.1003058327672637,1.4798347331425787,1.4337754596934116,1.4614461119391895
7.0,0.48,strike-slip,-1.0,-1,0.161344848,0.5903338083292586,0.7764807412259296,0.5642004343547757,0.7797164363121639,0.8030641638395716,0.7792734838281085,0.79116882383384,2.12790038636804,2.0834771057244446,2.1055904959389156,1.4757904359445668,1.444980980235506,1.4651233147182452
7.0,0.49,strike-slip,-1.0,-1,0.161344848,0.5856764012431894,0.7770528951468928,0.5726013658187239,0.7786702945635221,0.7988206698104129,0.7869163265041254,0.7928684981572691,2.1199190147218023,2.097662625846555,2.108766195498157,1.4702550114403488,1.454819248539429,1.4673330470825197
7.0,0.5,strike-slip,-1.0,-1,0.161344848,0.579762734525664,0.7777826110169602,0.579762734525664,0.7777826110169602,0.7934350164384053,0.7934350164384053,0.7934350164384053,2.109825579746033,2.109825579746033,2.109825579746033,1.4632547801802316,1.4632547801802316,1.4680701935332667
7.0,0.51,strike-slip,-1.0,-1,0.161344848,0.5726013658187239,0.7786702945635221,0.5856764012431894,0.7770528951468928,0.7869163265041254,0.7988206698104129,0.7928684981572691,2.097662625846555,2.1199190147218023,2.108766195498157,1.454819248539429,1.4702550114403488,1.4673330470825197
7.0,0.52,strike-slip,-1.0,-1,0.161344848,0.5642004343547757,0.7797164363121639,0.5903338083292586,0.7764807412259296,0.7792734838281085,0.8030641638395716,0.79116882383384,2.0834771057244446,2.12790038636804,2.1055904959389156,1.444980980235506,1.4757904359445668,1.4651233147182452
7.0,0.53,strike-slip,-1.0,-1,0.161344848,0.5545676783356139,0.7809216101106504,0.593725960392476,0.77606582954856,0.7705151499233683,0.8061561184460269,0.7883356341846977,2.0673201833659416,2.1337317438295273,2.1003058327672637,1.4337754596934116,1.4798347331425787,1.4614461119391895
7.0,0.54,strike-slip,-1.0,-1,0.161344848,0.543710450490043,0.7822864714070132,0.5958434028283381,0.7758079273971777,0.7606497790812465,0.8080868760816399,0.7843683275814433,2.049247026118233,2.137379902485724,2.0929244326573535,1.42124094784109,1.4823648880728164,1.4563099463755855
7.0,0.55,strike-slip,-1.0,-1,0.161344848,0.5316357319277494,0.7838117552892588,0.5966761980411597,0.7757068897462427,0.7496856319897482,0.8088464795624876,0.779266055776118,2.029316586713286,2.1388166032732636,2.0834633581035935,1.4074183309336334,1.4833613018594523,1.4497266905441517
7.0,0.56,strike-slip,-1.0,-1,0.161344848,0.5183501443872833,0.7854982742952602,0.5962138991308266,0.7757626597015138,0.7376307879641995,0.8084246477052107,0.7730277178347051,2.007591376120816,2.138018657884899,2.0719444527656687,1.3923509630170492,1.4828078924141144,1.4417115438177697
7.0,0.5700000000000001,strike-slip,-1.0,-1,0.161344848,0.5038599609577203,0.7873469160024154,0.5944455207886794,0.7759752686724516,0.7244931558521445,0.8068107485366989,0.7656519521944216,1.9841372281279983,2.1349680791132912,2.0583942714744596,1.3760845026541617,1.4806921848349082,1.4322829837218254
7.0,0.58,strike-slip,-1.0,-1,0.161344848,0.48817111533630775,0.7893586404076266,0.5913595071066751,0.7763448362770345,0.7102804836571309,0.8039937698088003,0.7571371267329656,1.9590230565568907,2.1296521956397623,2.0428439951040693,1.3586667445444542,1.4770053910173555,1.421462706700005
7.0,0.59,strike-slip,-1.0,-1,0.161344848,0.47128920966783294,0.7915344771090812,0.5869436959575498,0.7768715699794067,0.6950003669094108,0.7999622865062107,0.7474813267078108,1.9323206060413,2.122063750601499,2.0253293305584115,1.3401474466771077,1.4717424780149875,1.4092755585224246
7.0,0.6,strike-slip,-1.0,-1,0.161344848,0.45321952099520146,0.7938755223021939,0.5811852795495778,0.777555764461929,0.6786602557949968,0.7947044249849681,0.7366823403899825,1.9041041972924506,2.112200983304865,2.005890396162456,1.3205781536617849,1.464902224711043,1.3957494545379494
7.0,0.61,strike-slip,-1.0,-1,0.161344848,0.43396700633441365,0.7963829356028835,0.5740707606961295,0.7783978007343658,0.661267461037745,0.7882078233195958,0.7247376421786704,1.8744504677874116,2.1000676934871896,1.9845715927877474,1.3000120168849036,1.4564872663867803,1.3809152900000574
7.0,0.62,strike-slip,-1.0,-1,0.161344848,0.41353630637038674,0.799057936712112,0.5655859042656084,0.7793981449840821,0.6428291585117094,0.7804595873672171,0.7116443729394633,1.8434381088156357,2.0856732875644806,1.9614214610794258,1.2785036121401006,1.4465041267962584,1.3648068407217775
7.0,0.63,strike-slip,-1.0,-1,0.161344848,0.39193174775247863,0.8019018019362953,0.5557156831889629,0.7805573471722543,0.6233523925426634,0.7714462419741229,0.6973993172583932,1.8111475998172273,2.0690328063364394,1.936492525186244,1.2561087553803956,1.4349632373809533,1.3474606543390684
7.0,0.64,strike-slip,-1.0,-1,0.161344848,0.3691573439496083,0.8049158605788056,0.5444442182968317,0.781876039382218,0.6028440778376588,0.7611536766521385,0.6819988772448986,1.7776609409411444,2.0501669336534896,1.9098411234263917,1.232884317235802,1.4218789432807175,1.3289159324838007
7.0,0.65,strike-slip,-1.0,-1,0.161344848,0.3452167946040787,0.8081014912183024,0.5317547111326331,0.7833549339271535,0.5813109999596818,0.7495670849343128,0.6654390424469974,1.7430613847430285,2.0291019855808328,1.8815272263489546,1.2088880369342323,1.4072694958185847,1.3092144041863016
